;companhia;opex;remuneracaoEmAcoes;despesasAdministrativas;exercicioOpcoes;compraTitulos;jurosAPagar;valorGastoExercicioOpcoes;amortizacao;rendaOperacoesContinuadas;lucroBruto;receitas;ativos;passivos;depreciacao;ganhosPorAcao;ebtida;temDivida
1584;878802.0;21385566.0;;12353824.0;;;;;558172.0;;20869650.0;52038044.0;37153898.0;20888132.0;114993.0;;;1.0
1585;878828.0;14080835.0;;4963756.0;23400.0;;;23400.0;;;14827874.0;;34706324.0;;458633.0;0.02;;0.0
1586;878927.0;;;;;;;;;;;;2466504000.0;781867000.0;164800000.0;3.57;;1.0
1587;879101.0;823197000.0;;122735000.0;;5909000.0;;18708000.0;;831290000.0;;1166769000.0;11344171000.0;6075511000.0;;2.01;;0.0
1588;879169.0;;;;;;762000.0;;;;;753751000.0;1007440000.0;836285000.0;11300000.0;0.04;;1.0
1589;879407.0;96355976.0;;7931184.0;;;;101870.0;;;;382000.0;132267914.0;;;;;0.0
1590;879519.0;1426222.0;;;;;;;;;2735.0;;2027.0;3093806.0;;-0.02;;1.0
1591;879526.0;;0.0;73495000.0;2012000.0;;;2012000.0;13700000.0;;303443000.0;2027489000.0;950126000.0;;16739000.0;1.55;;0.0
1592;879555.0;615224.0;;122754.0;;;;;;;;69045.0;1783433.0;15410947.0;;;;0.0
1593;879575.0;;;;;;;;;;325800000.0;581700000.0;443700000.0;;;;;0.0
1594;879585.0;276774000.0;;59890000.0;1998000.0;;;2809000.0;;;;355369000.0;945004000.0;183280000.0;;1.06;;1.0
1595;879635.0;;;;;135721000.0;;;;;;;931724000.0;861656000.0;;1.47;;0.0
1596;879682.0;12452000.0;0.0;;;;;;;;462000.0;;11494000.0;7558000.0;77000.0;;;1.0
1597;879703.0;3389000.0;0.0;2321000.0;;;;;;;;;6600000.0;1516000.0;;0.04;;0.0
1598;879796.0;30827000.0;;6634000.0;;;;71000.0;3731000.0;;33141000.0;;49748000.0;22799000.0;;0.07;;1.0
1599;880115.0;;;22788000.0;0.0;;;;;;;232372000.0;1294769000.0;;;-8.07;;0.0
1600;880116.0;;;;;691563000.0;;;;;;;1840365000.0;1670452000.0;2264000.0;2.89;;0.0
1601;880117.0;86156000.0;;35042000.0;155000.0;;;;;;137468000.0;;391406000.0;140213000.0;14875000.0;2.71;;0.0
1602;880242.0;4246996.0;;;;;12944.0;;;;65515.0;127582.0;1910304.0;768936.0;;;;0.0
1603;880266.0;;;109200000.0;;;;;;;1560600000.0;;6501300000.0;3618000000.0;217400000.0;3.06;;1.0
1604;880285.0;;;971300000.0;;;98900000.0;;;;;5146100000.0;18815800000.0;9903700000.0;;;;1.0
1605;880417.0;;;;;127969000.0;;11000.0;44000.0;;;;650314000.0;589048000.0;660000.0;2.2;;0.0
1606;880460.0;261653000.0;0.0;;57000.0;;;57000.0;915000.0;;257624000.0;541964000.0;351046000.0;267069000.0;6300000.0;;;0.0
1607;880555.0;;;;;;9426000.0;;127312000.0;;;223041000.0;421717000.0;501238000.0;26482000.0;;;1.0
1608;880631.0;161757000.0;;;;;;4520000.0;;;;298942000.0;292693000.0;58191000.0;;0.58;;0.0
1609;880641.0;;;;0.0;105823000.0;;;;;;;653272000.0;575051000.0;843000.0;1.97;;0.0
1610;880771.0;;0.0;27897000.0;;;;;;;;157257000.0;216619000.0;;900000.0;0.59;;0.0
1611;880807.0;;0.0;;;;;;;;21982000.0;0.0;135318000.0;51769000.0;;-1.76;;0.0
1612;880984.0;15275000.0;0.0;;;;;;;;6187000.0;19055000.0;24330000.0;;;;;0.0
1613;881453.0;;;;;;;;;;;1073571000.0;47254738000.0;45907820000.0;;;;0.0
1614;881524.0;155707000.0;;;;146168000.0;1293000.0;;;-93107000.0;;;280581000.0;287666000.0;1387000.0;;;1.0
1615;881890.0;76898000.0;;15984000.0;0.0;7025000.0;;;554000.0;31074000.0;123252000.0;;271380000.0;35068000.0;6500000.0;1.4;;0.0
1616;882095.0;;0.017;;;;;;5829000000.0;;;;51839000000.0;;161000000.0;12.37;;1.0
1617;882104.0;40069000.0;;36090000.0;;;4107000.0;;;;;590448000.0;1016178000.0;320226000.0;;2.04;;1.0
1618;882154.0;90140000.0;;66801000.0;;;;846000.0;;;101172000.0;443701000.0;335815000.0;;6700000.0;0.26;;1.0
1619;882184.0;;;;;;;60100000.0;;;;10824000000.0;11151000000.0;5255600000.0;50300000.0;2.05;;0.0
1620;882291.0;5271406.0;;929013.0;;;74038.0;;;;;886572.0;2556757.0;1054391.0;29000.0;;;0.0
1621;882508.0;;;;;;;;;;7545000.0;;28461000.0;8136000.0;;-0.32;;0.0
1622;882796.0;;0.0;;5124000.0;70347000.0;6746000.0;5124000.0;;;;48257000.0;124555000.0;;;;;0.0
1624;882835.0;;0.006;;;;19776000.0;33006000.0;;;2164646000.0;;10168365000.0;4869418000.0;38185000.0;6.92;;1.0
1625;883107.0;;0.0;;26000.0;;;26000.0;;;3114000.0;;4574000.0;;726000.0;;;0.0
1626;883237.0;301599000.0;;;116000.0;;;;1300000.0;;;381977000.0;859729000.0;276408000.0;3443000.0;3.99;;0.0
1627;883241.0;1456825000.0;;165097000.0;;;;;18409000.0;;1723291000.0;2242211000.0;5045739000.0;1911750000.0;71100000.0;1.46;;0.0
1628;883569.0;1462233000.0;;;770000.0;;;;;;1753467000.0;;2355661000.0;;;4.52;;1.0
1629;883902.0;;;;354000.0;;6389000.0;354000.0;;;372316000.0;1563693000.0;1079729000.0;;51400000.0;0.24;;1.0
1630;883943.0;140742000.0;;;;3015000.0;;;;;129478000.0;;150890000.0;;12048000.0;-1.33;;0.0
1631;883945.0;;0.0;;;;;168000.0;;;;507934000.0;286456000.0;192679000.0;;1.07;;1.0
1632;883948.0;;0.031;;886000.0;903292000.0;;;1523000.0;;;;7693291000.0;6697924000.0;10776000.0;1.49;;1.0
1633;883975.0;36837313.0;0.0;9334174.0;;;;;;-36415026.0;;116887.0;21219464.0;21553674.0;1054000.0;;;0.0
1634;883980.0;;;;;;132000000.0;;;;;11451000000.0;34362000000.0;30625000000.0;;;;1.0
1635;883984.0;112232000.0;;;15042000.0;41233000.0;;24372000.0;;69699000.0;180797000.0;341668000.0;626825000.0;;15900000.0;2.84;;0.0
1636;884144.0;;0.0;;587000.0;;;587000.0;189000.0;;19566000.0;26906000.0;34211000.0;;721000.0;-0.28;;1.0
1637;884217.0;2561719000.0;;;;;16282000.0;;;;1484423000.0;;2244319000.0;2344405000.0;117900000.0;-21.26;;1.0
1638;884219.0;;;;1041000.0;;;;8760000.0;27000000.0;;;692295000.0;356957000.0;28100000.0;1.32;;0.0
1639;884269.0;14497000.0;0.0;;765000.0;;;765000.0;10000.0;;15972000.0;;39134000.0;3022000.0;;0.06;;0.0
1640;884363.0;839206.0;;294117.0;;;;;;;116348.0;262924.0;3170830.0;;25508.0;;;0.0
1641;884614.0;1773900000.0;;;;;57400000.0;;;;;;10546600000.0;6974200000.0;313200000.0;1.62;;1.0
1642;884624.0;300709000.0;;87157000.0;;;;;1099000.0;-2342000.0;309964000.0;;400222000.0;109911000.0;19200000.0;-0.15;;0.0
1643;884650.0;2406403.0;0.0;1518958.0;;;583005.0;;;;1951064.0;;377378.0;4134243.0;24578.0;-0.03;;1.0
1644;884713.0;;0.03;;500000.0;;12200000.0;500000.0;181400000.0;;895500000.0;;2887300000.0;2241400000.0;147300000.0;-0.03;;0.0
1645;884731.0;336080000.0;0.0;;2895000.0;;;;375000.0;;;118804000.0;546692000.0;649833000.0;;;;0.0
1646;884887.0;;;;11252000.0;;38325000.0;;;;;8299074000.0;20921855000.0;;;3.03;;0.0
1647;884905.0;;;645000000.0;;;71000000.0;;;;;;18319000000.0;13413000000.0;1059000000.0;5.39;;1.0
1648;884940.0;;0.031;;1339000.0;;;571000.0;;;385287000.0;;516225000.0;439908000.0;;0.52;;1.0
1649;885245.0;;;39282000.0;0.0;7450000.0;;;;;481401000.0;;572773000.0;160130000.0;32142000.0;3.06;;0.0
1650;885275.0;;0.01;;241000.0;331128000.0;;241000.0;;;;;2021604000.0;1798166000.0;2582000.0;3.13;;0.0
1651;885306.0;167213000.0;0.0;30374000.0;20163000.0;74173000.0;;;17624000.0;;193534000.0;339462000.0;534610000.0;;10100000.0;0.71;;0.0
1652;885307.0;5493454.0;;;;;;;;2923583.0;8417037.0;;19658419.0;2134284.0;;0.69;;0.0
1653;885322.0;;;;;341523000.0;;;;;;;2248498000.0;1881857000.0;2900000.0;14.64;;0.0
1654;885462.0;;;6668838.0;;;;145813.0;;;;162317120.0;356743226.0;18632351.0;;0.75;;0.0
1655;885508.0;;;8057000.0;;;;;;;;80871000.0;432627000.0;295953000.0;;1.51;;0.0
1656;885550.0;;;37800000.0;0.0;;;;;;;825300000.0;3389400000.0;2461300000.0;5700000.0;14.35;;0.0
1657;885568.0;;;37448000.0;;145715000.0;;;;;;;2008419000.0;;;;;0.0
1658;885590.0;;;;30200000.0;;327800000.0;;;;;10446500000.0;48964500000.0;42934700000.0;209000000.0;-0.85;;1.0
1659;885639.0;;;;147000000.0;;;;;;6939000000.0;;13606000000.0;;;3.48;;0.0
1660;885725.0;5631000000.0;;;;;;;;;5304000000.0;8068000000.0;18133000000.0;;274000000.0;-0.18;;1.0
1661;885975.0;;;154052000.0;;;;;16930000.0;;;;4127632000.0;;186898000.0;;;1.0
1662;885978.0;;;;;;;5000.0;;22279000.0;78361000.0;;279913000.0;77960000.0;;1.77;;1.0
1663;886035.0;;0.037000000000000005;;200000.0;;;200000.0;6100000.0;-124200000.0;413800000.0;;2466700000.0;2205600000.0;80000000.0;-2.49;;1.0
1664;886128.0;41668000.0;0.0;;;;;;;;12776000.0;163077000.0;277231000.0;122620000.0;4099000.0;-1.33;;0.0
1665;886136.0;108774000.0;;10091000.0;101200.0;;;-767000.0;;13414000.0;;;204571000.0;81755000.0;6593000.0;2.31;;1.0
1666;886137.0;;0.015;;;;;;;;582992000.0;;817548000.0;;44000000.0;0.49;;0.0
1667;886158.0;;0.0;;9109000.0;;;18947000.0;;;4620310000.0;;6498940000.0;3939400000.0;273947000.0;5.15;;1.0
1668;886163.0;;;24378000.0;8849000.0;;;;2400000.0;257305000.0;;71914000.0;533929000.0;229538000.0;200000.0;13.0;;0.0
1669;886171.0;;;;;;18742000.0;;;;144792000.0;448681000.0;807880000.0;;76588000.0;;;1.0
1670;886206.0;;;;;;;;;;138089000.0;;200645000.0;75139000.0;4142000.0;0.66;;1.0
1671;886328.0;1984695.0;;;6600.0;;;6600.0;;;-48456.0;709531.0;759442.0;;;0.0;;0.0
1672;886346.0;;;;;;;;9645000.0;34315000.0;;;415498000.0;;;3.16;;0.0
1673;886744.0;36930000.0;;17793000.0;2205000.0;125185000.0;;;;;;36371000.0;148760000.0;;;0.0;;0.0
1674;886835.0;;0.013000000000000001;510708000.0;8820000.0;;;8820000.0;;;;;4914244000.0;;584100000.0;-12.33;;0.0
1675;886982.0;;;;;;;;;;;;861395000000.0;774667000000.0;;12.35;;0.0
1676;887151.0;2939000.0;0.0;1757000.0;;;;;;;;;1767000.0;;;;;0.0
1677;887247.0;;;;;;;;2912610.0;;;;12061853.0;;19420.0;-1.02;;0.0
1678;887343.0;;;;1258000.0;2157694000.0;;1258000.0;;;;;8951697000.0;7709569000.0;;1.71;;0.0
1679;887359.0;41369000.0;;;;;;;1517000.0;;24698000.0;;34309000.0;12179000.0;1300000.0;;;0.0
1680;887596.0;;;137402000.0;27997000.0;;;;;;;;1233346000.0;;85600000.0;2.39;;0.0
1681;887730.0;;;;0.0;;15683000.0;0.0;2200000.0;-53629000.0;;;702544000.0;;36900000.0;-1.17;;0.0
1682;887733.0;;;;;;;;;;488052000.0;;1134754000.0;;;0.66;;1.0
1683;887905.0;;;15116000.0;79000.0;;;79000.0;;73081000.0;;136203000.0;1275424000.0;616222000.0;0.0;1.97;;1.0
1684;887919.0;;0.035;;222000.0;255466000.0;;222000.0;231000.0;;;;1244693000.0;1097461000.0;;1.52;;1.0
1685;887921.0;;;;;;12400000.0;;119500000.0;59300000.0;1246500000.0;;2014300000.0;;;1.07;;1.0
1686;887936.0;;;;21100000.0;;2585000.0;19026000.0;15200000.0;;;1779149000.0;2229018000.0;1081415000.0;24900000.0;1.62;;1.0
1687;887969.0;49414000.0;;;190000.0;;;;14000.0;;45580000.0;;69084000.0;;1900000.0;-1.02;;0.0
1688;888471.0;3513215.0;;338595.0;;;;;;;;;136803236.0;1895273.0;;;;0.0
1689;888491.0;332348000.0;;38568000.0;;;;;;;;;8019009000.0;3918144000.0;;1.3;;1.0
1690;888504.0;;0.0;;;;;;152000.0;;;683010000.0;488657000.0;;32200000.0;-2.27;;1.0
1691;888981.0;656500.0;;325600.0;;;;;;;617800.0;950800.0;344800.0;;;0.0;;0.0
1692;889123.0;4801000.0;;;;;;;;;;5085000.0;207533000.0;27857000.0;300000.0;;;0.0
1693;889331.0;226342000.0;0.01;;9150000.0;;;9150000.0;33711000.0;;330499000.0;;1064981000.0;;29701000.0;3.65;;1.0
1694;889348.0;;0.0;;80000.0;;;;;;16601703.0;;116712536.0;46180427.0;;0.59;;1.0
1695;889609.0;;0.0;20160000.0;1726000.0;;;;;;;363650000.0;2142907000.0;1981748000.0;637000.0;1.34;;1.0
1696;889900.0;;;;;;7668000.0;;;;;;4533317000.0;1972186000.0;;-2.0;;1.0
1697;889936.0;;;;20938000.0;1765366000.0;;20938000.0;3000.0;;;;17259421000.0;15560470000.0;;2.36;;1.0
1698;890066.0;;;;;98790010.0;;;;;;;390580191.0;356404378.0;393200.0;0.49;;1.0
1699;890264.0;68173000.0;0.0;13766000.0;;;;;;;;65447000.0;79021000.0;61534000.0;;-0.33;;0.0
1700;890319.0;424286000.0;;45727000.0;;;;;;109020000.0;;557172000.0;3563380000.0;3442569000.0;;1.78;;0.0
1701;890394.0;33407000.0;;;;;;;;;1916000.0;;48692000.0;;;;;0.0
1702;890447.0;;0.0;24046464.0;11250.0;;;11250.0;8613323.0;;10696188.0;146942461.0;95338688.0;42447546.0;4106526.0;-0.86;;0.0
1703;890491.0;;;;1303000.0;;;1303000.0;;14700000.0;1327297000.0;;2012782000.0;;134850000.0;-0.49;;0.0
1704;890547.0;;;;;;12400000.0;;119500000.0;65300000.0;1246500000.0;;2129900000.0;;37000000.0;;;1.0
1705;890564.0;;;;2174000.0;;;3472000.0;34201000.0;71422000.0;678745000.0;;1767307000.0;982513000.0;16800000.0;1.87;;0.0
1706;890908.0;;;;;;;;;;;;36080265.0;17257374.0;;;;0.0
1707;890926.0;246157000.0;;;;1940891000.0;;;37105000.0;281539000.0;;1193253000.0;5642100000.0;3145169000.0;;1.44;;1.0
1708;891014.0;;;;2500000.0;;;;;107900000.0;471000000.0;;2980000000.0;2042300000.0;;3.11;;0.0
1709;891024.0;975035000.0;;;;;;;;185684000.0;1322748000.0;;3520804000.0;2079058000.0;34315000.0;1.93;;1.0
1710;891103.0;;;525629000.0;;;;;;119455000.0;;3230933000.0;5209950000.0;;62205000.0;1.44;;1.0
1711;891166.0;;;;;483318000.0;;-4287000.0;;;;546544000.0;993548000.0;700456000.0;;3.06;;1.0
1712;891293.0;;;;;;;156000.0;;;;16116000.0;144332000.0;96919000.0;;;;0.0
1713;891417.0;5081142.0;;;;;;;;;3340939.0;9685072.0;3582651.0;3854986.0;;-0.63;;1.0
1714;891482.0;;;;;;195000.0;;1300000.0;;;;142770000.0;86247000.0;6387000.0;;;0.0
1715;891532.0;;;;;;;10000.0;;814000.0;14351000.0;;83065000.0;37363000.0;3246000.0;-0.09;;1.0
1716;892160.0;54695774.0;0.0;;1992463.0;;;;164194.0;-20366663.0;32734175.0;;114780155.0;16354300.0;925597.0;;;0.0
1717;892222.0;;0.0;;;;;93000.0;368000.0;;62196000.0;;190334000.0;71596000.0;;;;0.0
1718;892482.0;46359000.0;;16878000.0;;6249000.0;;142000.0;2198000.0;-28689000.0;16955000.0;34454000.0;54412000.0;23655000.0;1052000.0;;;0.0
1719;892537.0;;0.03;144534000.0;7868000.0;;;;;;;1550117000.0;1506424000.0;322687000.0;8500000.0;;;0.0
1720;892553.0;471687000.0;;;486000.0;;;486000.0;;;288464000.0;1040160000.0;1201976000.0;526240000.0;28115000.0;-6.66;;0.0
1721;892832.0;;;16926.0;;;;;;;;;872.0;;;;;0.0
1722;892986.0;713448000.0;;17703000.0;;1448000.0;;;;;37110000.0;;234462000.0;558026000.0;;-7.55;;1.0
1723;893538.0;;;157668000.0;;;34378000.0;;;;;1556965000.0;5621643000.0;;;-6.61;;0.0
1724;893691.0;;;;;;;;;-46203000.0;350850000.0;;1499149000.0;843583000.0;59160000.0;-1.56;;0.0
1725;893847.0;;;;;;;;;;;;1200921000.0;1113635000.0;1810000.0;1.58;;0.0
1726;893949.0;2222128000.0;;305915000.0;;;;;229300000.0;;;;4547214000.0;2109368000.0;22200000.0;3.61;;1.0
1727;894081.0;546474000.0;;;;;;;;39155000.0;;619264000.0;1042263000.0;678106000.0;;0.64;;1.0
1728;894158.0;40980000.0;0.0;8074000.0;;;;41000.0;;;;;30845000.0;15842000.0;;;;0.0
1729;894245.0;745509.0;;;;;;;;;;1161506.0;13325057.0;;;;;0.0
1730;894315.0;1048141000.0;;73382000.0;;;;;;-95829000.0;;;9097088000.0;5633619000.0;;-0.27;;0.0
1731;894405.0;;;;;;;;;;;;1262909000.0;;;1.71;;0.0
1732;894560.0;46546.0;;46546.0;;;;;;-46546.0;;;74653.0;76087.0;;;;0.0
1733;894627.0;;;14829000.0;;;;;;;;;123958000.0;97882000.0;;-2.72;;0.0
1734;894671.0;;;;;91651000.0;;;;;;;796285000.0;705815000.0;872000.0;2.08;;0.0
1735;894871.0;;;225705.0;;1776185.0;;;;;;;2351818.0;;;-0.02;;0.0
1736;895051.0;;0.0;3118269.0;;;;;;;;;5826315.0;11913756.0;;;;0.0
1737;895126.0;;;235000000.0;;;101000000.0;;;;;12764000000.0;17357000000.0;;;-22.43;;0.0
1738;895417.0;;;30644000.0;;;;3816000.0;;;;821654000.0;3420061000.0;2427370000.0;114698000.0;1.55;;1.0
1739;895419.0;497545000.0;0.0;;21682000.0;439151000.0;;;84430000.0;;487074000.0;;2766060000.0;;118800000.0;-0.21;;0.0
1740;895421.0;;;;;66759000000.0;;;;;;;787465000000.0;711281000000.0;;2.97;;1.0
1741;895447.0;;;;;;;155000.0;;;290516000.0;;481093000.0;141291000.0;;1.45;;0.0
1742;895456.0;78402079.0;;;8742.0;;;;;;88891839.0;;193865131.0;51744590.0;7053000.0;0.87;;0.0
1744;895655.0;;;;;;;;1103900000.0;;2691900000.0;;14293100000.0;10240800000.0;184000000.0;0.75;;1.0
1745;895665.0;;0.0;;;;;;;;;;14365000.0;1243000.0;;;;0.0
1746;895930.0;2002225000.0;;;2584000.0;;30480000.0;;971200000.0;154892000.0;;2566884000.0;6546482000.0;;35400000.0;3.2;;0.0
1747;896156.0;;0.019;;;;;;;;442236000.0;;577409000.0;185207000.0;;2.02;;1.0
1748;896159.0;;;2270000000.0;86000000.0;;;;;;;18987000000.0;102366000000.0;73231000000.0;;8.71;;1.0
1749;896262.0;;;;399000.0;;;399000.0;;-3021000.0;;;685085000.0;274649000.0;20000000.0;-0.09;;1.0
1750;896264.0;617155000.0;0.0;;0.0;;;;2884000.0;;758817000.0;;423237000.0;;9034000.0;7.44;;0.0
1751;896622.0;;;;64003000.0;;;;;;679852000.0;;2438726000.0;;134647000.0;3.19;;0.0
1752;896747.0;;0.0;1769000.0;;;13000.0;;;;2855000.0;;3797000.0;2836000.0;86000.0;;;1.0
1753;896841.0;301177000.0;;74109000.0;;;;;;;308150000.0;;247926000.0;577498000.0;13700000.0;;;1.0
1754;896878.0;;;483000000.0;;2061000000.0;10000000.0;;0.0;413000000.0;;;4968000000.0;2636000000.0;157000000.0;1.3;;0.0
1755;896985.0;;0.057;;69000.0;;;69000.0;;;246040000.0;;219074000.0;126176000.0;;-0.33;;1.0
1756;897075.0;;0.0;5087000.0;0.0;;;;;;;11000.0;21485000.0;;24000.0;-1.2;;0.0
1757;897077.0;;0.006;;;;;2023000.0;;;202448000.0;879577000.0;603503000.0;;18988000.0;3.81;;0.0
1758;897078.0;3208574.0;;;;;;;;;201129.0;;65223.0;1166141.0;724.0;;;0.0
1759;897315.0;169645.0;;;;;;;;;;16950.0;355002.0;720882.0;;;;0.0
1760;897429.0;;;;;50194000.0;;;;;1430757000.0;;1166052000.0;;116600000.0;0.01;;0.0
1761;897448.0;152103000.0;0.0;;31000.0;;;31000.0;6187000.0;;53881000.0;;173462000.0;302653000.0;200000.0;-0.83;;0.0
1762;897723.0;280755000.0;;;;;;18724000.0;;;483856000.0;;3493264000.0;;96100000.0;4.61;;1.0
1763;898171.0;;;;;;;;;;;;532202000.0;488888000.0;;0.2;;1.0
1764;898173.0;;;;;;;52911000.0;;;4162643000.0;;6676684000.0;;;9.32;;1.0
1765;898174.0;;0.015;;11151000.0;17708156000.0;;;;;;10418178000.0;50383152000.0;44247771000.0;17100000.0;7.55;;1.0
1766;898293.0;;;;;;;;54778000.0;292592000.0;1503218000.0;;9603207000.0;7268196000.0;504700000.0;1.47;;0.0
1767;898437.0;;0.0;;1074000.0;;;;3800000.0;;;;235748000.0;;2700000.0;2.06;;0.0
1768;898770.0;;0.0;;313000.0;;;313000.0;449000.0;;11111000.0;;30147000.0;6304000.0;;0.0;;0.0
1769;899045.0;;0.05;242182000.0;;;29268000.0;23372000.0;159417000.0;;;;3391778000.0;2370719000.0;;2.72;;1.0
1770;899051.0;;;;187000000.0;;;;;;;35653000000.0;104656000000.0;84631000000.0;255000000.0;5.12;;1.0
1771;899460.0;344655000.0;0.0;40960000.0;;;615000.0;3258000.0;;;;;126412000.0;476741000.0;;;;0.0
1772;899629.0;154601000.0;;30368000.0;;;;;;65708000.0;;;3032319000.0;1510965000.0;;0.94;;1.0
1773;899689.0;1742019000.0;;175307000.0;16779000.0;;;;;711240000.0;;;21143293000.0;12437994000.0;;3.61;;1.0
1775;899749.0;283541000.0;0.048;26925000.0;;;;;;58836000.0;;388471000.0;2816726000.0;1573979000.0;;0.7;;1.0
1776;899751.0;;0.001;;145000.0;;8677000.0;145000.0;7775000.0;;137809000.0;;1275191000.0;853334000.0;64500000.0;-1.74;;1.0
1777;899866.0;1834287000.0;0.0;;81982000.0;;;81982000.0;;;;2602532000.0;13133230000.0;4874614000.0;;0.68;;0.0
1778;899923.0;;;;;;;;134700000.0;;;753800000.0;880500000.0;132400000.0;14100000.0;1.79;;0.0
1779;900075.0;;;138975000.0;3634000.0;;;684000.0;744000.0;;;;1799952000.0;835488000.0;34900000.0;1.75;;1.0
1780;900349.0;316182000.0;;;1408000.0;9782000.0;1521000.0;1408000.0;;;319067000.0;899515000.0;622447000.0;330966000.0;13400000.0;-0.49;;1.0
1781;901491.0;;;157421000.0;5197000.0;;;5197000.0;;;;1637375000.0;494912000.0;444343000.0;39700000.0;1.91;;0.0
1782;902274.0;;;;3338000.0;;3808000.0;;;;176328000.0;822345000.0;852444000.0;704062000.0;41400000.0;3.04;;0.0
1783;902739.0;;0.017;;;133000000.0;;;;;;74510000000.0;166574000000.0;;6781000000.0;3.28;;0.0
1784;902791.0;;;;;;;;;;129456000.0;740841000.0;496777000.0;442226000.0;;3.55;;0.0
1785;903127.0;;0.027000000000000003;18558000.0;;;;;;;;384006000.0;2271832000.0;1021672000.0;87458000.0;1.41;;1.0
1786;903129.0;155060000.0;;;9273000.0;;;9273000.0;;;276379000.0;;646798000.0;262507000.0;16360000.0;2.65;;1.0
1787;903651.0;;;;0.0;;;;1752000.0;;;58523000.0;51237000.0;;;;;1.0
1788;904080.0;1909972000.0;;69384000.0;;;9022000.0;;;;;544649000.0;1410169000.0;1449958000.0;;-19.75;;1.0
1789;904163.0;;;;;;;;;;;3017455000.0;23746962000.0;19284491000.0;;9.04;;0.0
1790;904896.0;2042675.0;;;;;63830.0;;;;-56759.0;1187296.0;812315.0;2567697.0;225613.0;;;0.0
1791;904979.0;;;;159000.0;;;159000.0;9468000.0;;87086000.0;;666589000.0;525674000.0;31918000.0;0.48;;1.0
1792;906107.0;;0.031;65082000.0;59508000.0;;;;;862895000.0;;2744965000.0;23157328000.0;11894190000.0;765895000.0;2.37;;0.0
1793;906163.0;;0.0;;85948000.0;;;;;;;5159008000.0;2515131000.0;1275966000.0;;95.21;;0.0
1794;906193.0;36185000.0;;8104000.0;;;;96000.0;2106000.0;;28814000.0;;97546000.0;;3800000.0;-0.8;;1.0
1795;906345.0;;;46233000.0;;;;176000.0;;249315000.0;;;6037612000.0;3065352000.0;;2.77;;1.0
1796;906465.0;;;;;323434982.0;;1153520.0;;;;114532976.0;2593198275.0;2367312525.0;3065031.0;1.64;;0.0
1797;906553.0;;0.0;;;17400000.0;35337000.0;9807000.0;28158000.0;;;;4350900000.0;;179900000.0;0.42;;0.0
1798;906709.0;;0.0;43266000.0;;250444000.0;4198000.0;;;;;230784000.0;502061000.0;495632000.0;11400000.0;;;0.0
1799;906780.0;102126000.0;;;200000.0;;;162000.0;;;;68166000.0;65418000.0;66877000.0;;-3.42;;0.0
1800;907045.0;1439775.0;;;;;;;;;;848940.0;2327967.0;17195323.0;;;;1.0
1801;907242.0;;;;3900000.0;;2000.0;3900000.0;;;;;274846000.0;70927000.0;;1.22;;0.0
1802;907254.0;;;16353000.0;;;;;;;157934000.0;209077000.0;1304145000.0;950418000.0;;1.42;;1.0
1803;907471.0;;;;51547000.0;1256087000.0;;;15526000.0;;;;2529705000.0;2258370000.0;4600000.0;2.68;;0.0
1804;907654.0;11455000.0;0.0;4392000.0;;;;;;;;0.0;39574000.0;1504000.0;;;;0.0
1805;908255.0;;;;16800000.0;;20400000.0;;;;1703100000.0;8023200000.0;8841500000.0;;;2.72;;1.0
1806;908259.0;13682000.0;0.0;4596000.0;;;;;;;;;27453000.0;;20000.0;;;0.0
1807;908311.0;;;8370000.0;;;;;;;;268427000.0;2098173000.0;800826000.0;;;;1.0
1808;908315.0;;;;273600.0;;283800.0;299900.0;;;;69447800.0;47406300.0;;;4.89;;0.0
1809;908598.0;31064545.0;;;;;502000.0;;50000.0;-3339613.0;;;13489805.0;;;;;1.0
1810;908937.0;;;324801000.0;260000.0;;91655000.0;;119330000.0;;;4570058000.0;8046662000.0;8213153000.0;220514000.0;0.09;;0.0
1811;909108.0;65706234.0;;10245866.0;;;;;;;;124425986.0;145186581.0;39872567.0;625788.0;11.31;;0.0
1812;909281.0;;;;;;102615000.0;;;;;7761068000.0;14927586000.0;;;;;1.0
1813;909494.0;;;10661949.0;803136.0;;;803136.0;422840.0;;53201243.0;;129130679.0;;1404296.0;1.04;;0.0
1814;909724.0;41596360.0;;;;;;9920.0;;;52071060.0;;64566926.0;;1520385.0;0.64;;1.0
1815;909791.0;;0.0;;332000.0;203965000.0;;;6328000.0;;65432000.0;;389196000.0;;6461000.0;-0.55;;0.0
1816;909832.0;;;;;1403000000.0;;69000000.0;;;;116199000000.0;33440000000.0;22597000000.0;;5.41;;1.0
1817;909954.0;;;287591000.0;;;;16558000.0;121000000.0;;1607524000.0;;4001577000.0;;217515000.0;3.17;;1.0
1818;910073.0;615600000.0;;;;204255000.0;;;;;;;50317796000.0;44383100000.0;;-0.11;;0.0
1819;910108.0;;;29276000.0;;;;;;;;;3830235000.0;2367704000.0;;0.45;;0.0
1820;910267.0;8430000.0;;3755000.0;0.0;;;;;;;1671000.0;13287000.0;6297000.0;;-0.56;;0.0
1821;910322.0;;;;;416798000.0;;;;;;;15076211000.0;13412763000.0;;0.79;;0.0
1822;910329.0;;0.0;;44000.0;67237000.0;;44000.0;;19567000.0;201315000.0;272773000.0;117326000.0;28742000.0;;1.68;;0.0
1823;910467.0;1493196.0;;;;;;;;;;;553875159.0;8412352.0;;;;0.0
