;companhia;opex;remuneracaoEmAcoes;despesasAdministrativas;exercicioOpcoes;compraTitulos;jurosAPagar;valorGastoExercicioOpcoes;amortizacao;rendaOperacoesContinuadas;lucroBruto;receitas;ativos;passivos;depreciacao;ganhosPorAcao;ebtida;temDivida
4951;1503518.0;;;174791000.0;;;7359000.0;;24290000.0;;308356000.0;;1128244000.0;1394127000.0;76100000.0;;;1.0
4952;1503579.0;;;;;;13281000.0;;;126839000.0;;;2881660000.0;2272986000.0;119139000.0;;;0.0
4953;1503707.0;;;20213000.0;;;;;;;;111216000.0;2002228000.0;596728000.0;15000000.0;;;1.0
4954;1503802.0;119326000.0;;21582000.0;;151153000.0;;616000.0;;;;;215443000.0;17078000.0;;;;0.0
4955;1503985.0;1156366.0;;538297.0;;;486722.0;;;;;;72103.0;4511369.0;;;;0.0
4956;1504008.0;;;;35647000.0;4859539000.0;;35647000.0;;;;;23883467000.0;21639569000.0;;2.37;;1.0
4957;1504167.0;14985000.0;;4174000.0;83000.0;;;;;;-173000.0;;4851000.0;;56000.0;;;0.0
4958;1504222.0;2001172.0;;1075348.0;;;;;;;;;144093.0;5326115.0;;;;0.0
4959;1504239.0;118781959.0;;47384.0;;;11767.0;373852.0;;;;;4045.0;320381.0;;;;0.0
4960;1504389.0;1117605.0;;;;;;;;;;;6531.0;2398233.0;799.0;;;0.0
4961;1504461.0;;;139541000.0;;;20543000.0;;351935000.0;;;;5560155000.0;;136938000.0;;;1.0
4962;1504464.0;19524.0;;8153.0;;;;;;;;;21061.0;514612.0;;;;0.0
4963;1504678.0;2836366.0;;1748044.0;;;;;;;;;2482689.0;;148266.0;;;0.0
4964;1504747.0;;;;;;;;;-57590000.0;;0.0;29405000.0;;;;;0.0
4965;1504876.0;51067.0;;51067.0;;;;;;-51067.0;;;3475.0;205381.0;;;;0.0
4966;1504886.0;7292308.0;;;;;;;;;;;71951672.0;4204000.0;;;;0.0
4967;1505155.0;53463000.0;;18201000.0;;;;;6352000.0;;43240000.0;69911000.0;122414000.0;62144000.0;;;;1.0
4968;1505497.0;7537773.0;;3870325.0;;;;;;;367411.0;628915.0;2017006.0;5925469.0;139793.0;;;0.0
4969;1505512.0;75517000.0;;19130000.0;6680000.0;98103000.0;;6680000.0;;;;20759000.0;141083000.0;17005000.0;;;;0.0
4970;1505732.0;;;;501000.0;40581000.0;;;;;;;1330372000.0;1198603000.0;;1.23;;0.0
4971;1505892.0;;0.0;;;;;;;;;2214642.0;803679.0;;14600.0;;;0.0
4972;1505966.0;281358000.0;;13654000.0;;;;;10546000.0;;;202653000.0;307818000.0;454611000.0;;;;0.0
4973;1506251.0;3229929.0;0.0;946613.0;;;;;;;;;741538.0;;;;;0.0
4974;1506270.0;5469169.0;;4498519.0;;;;;;;;832215.0;435764.0;;;;;0.0
4975;1506307.0;;;690000000.0;;;695000000.0;;211000000.0;;;14403000000.0;84104000000.0;48701000000.0;;0.1;;0.0
4976;1506374.0;;;2876348.0;;;2191620.0;;;;;;8836209.0;29251685.0;128416.0;-6.31;;0.0
4977;1506401.0;;;64606000.0;;;;;;;;;1663671000.0;729403000.0;40211000.0;0.31;;1.0
4978;1506439.0;18188948.0;;4822325.0;141441.0;;;;1256080.0;;10638311.0;14589177.0;21242007.0;7838585.0;200441.0;-1.3;;0.0
4979;1506492.0;26017000.0;;;;;;;;;;;24570000.0;12399000.0;325000.0;;;1.0
4980;1506503.0;7880194.0;;562976.0;;;;;;9366479.0;-93427.0;77194.0;177073.0;2271674.0;;;;0.0
4981;1506742.0;;;759490.0;;;;;;-759490.0;;;10617038.0;2542505.0;;;;0.0
4982;1506814.0;2104149.0;;;;;;;;;;;83.0;293266.0;;;;0.0
4983;1506928.0;44925000.0;;;;;1220000.0;;;;4235000.0;10713000.0;54104000.0;38515000.0;;;;0.0
4984;1506983.0;;;;36137.0;;;;;;;143167.0;2132660.0;2166578.0;44891.0;-1.15;;0.0
4985;1507181.0;2628841.0;;;;;;;;-2607988.0;20853.0;23057.0;94284.0;;;;;0.0
4986;1507277.0;;;;186000.0;384934000.0;;186000.0;2596000.0;;;;2514264000.0;2229560000.0;4300000.0;0.38;;0.0
4987;1507385.0;1488692000.0;;149066000.0;;;;;;;;1556017000.0;17405866000.0;8691907000.0;;;;0.0
4988;1507563.0;915620000.0;;98625000.0;;;;;13090000.0;;;1284753000.0;4528900000.0;3040543000.0;202531000.0;0.55;;1.0
4989;1507605.0;44658226.0;;1143869.0;;;;;3911917.0;-16939859.0;;18977794.0;47227593.0;34551851.0;7578.0;-1.19;;0.0
4990;1507615.0;;;102000000.0;;;31000000.0;;;;;;4892000000.0;3114000000.0;;;;0.0
4991;1507881.0;342058000.0;0.0;;;;;;;;;;278738000.0;127624000.0;;-0.15;;0.0
4992;1507934.0;;0.0;;16000000.0;;;16000000.0;;;;;1564200000.0;1346500000.0;;2.33;;0.0
4993;1507957.0;10859352.0;;3693450.0;;;;653828.0;;;387237.0;4259909.0;19250154.0;;;;;0.0
4995;1507986.0;;0.0;;;;;;8105000.0;;17093000.0;43322000.0;148789000.0;93800000.0;499000.0;;;0.0
4996;1508348.0;1947469.0;;835501.0;;;;;;-1807469.0;;140000.0;3994856.0;2679863.0;;;;0.0
4997;1508381.0;5924861.0;;2666669.0;0.0;;;;;;;;7238415.0;6260427.0;59479.0;;;0.0
4998;1509190.0;;;;312000.0;747000.0;238000.0;312000.0;;;;;147066000.0;45516000.0;296000.0;;;1.0
4999;1509432.0;;;;;230445000.0;;5013000.0;;;;291881000.0;658561000.0;142082000.0;;0.72;;0.0
5000;1509477.0;1511299.0;;1002819.0;;;;;;;983899.0;2458785.0;1028174.0;1354845.0;72627.0;;;0.0
5001;1509570.0;181472000.0;;20074000.0;;;;;;;177617000.0;275623000.0;1978419000.0;1149492000.0;54200000.0;0.87;;1.0
5002;1509589.0;1200123000.0;;70319000.0;;;;;;-745547000.0;;;1273367000.0;1063960000.0;;-15.57;;1.0
5003;1509786.0;212525.0;;212525.0;;;50979.0;;;;;;307748.0;1755096.0;;;;0.0
5004;1509879.0;;;797801.0;;;;;;;;;19550426.0;18612748.0;;;;1.0
5005;1509991.0;;;136809000.0;;;17512000.0;;;;;471556000.0;3203050000.0;;;-0.18;;1.0
5006;1510247.0;341321.0;0.0;302969.0;;;;;;;24060.0;139660.0;16831.0;456425.0;2557.0;;;0.0
5007;1510295.0;;;;;;;;;;;;43115000000.0;23440000000.0;;5.29;;0.0
5008;1510333.0;43906.0;;;;;;;;;;;1191.0;170676.0;;;;0.0
5009;1510580.0;120576000.0;0.0;44207000.0;6958000.0;221879000.0;;8298000.0;1298000.0;;;17258000.0;707963000.0;92203000.0;;;;0.0
5010;1510832.0;;;1968811.0;;;4421.0;;;;;;31802.0;3905990.0;9215.0;;;0.0
5011;1510891.0;103040.0;;94143.0;;;;;;;;44094.0;9213.0;;1724.0;;;0.0
5012;1510964.0;19074601.0;;17754598.0;;;69063.0;;;;7108300.0;11529402.0;27295169.0;4009205.0;190335.0;-0.35;;0.0
5013;1511071.0;;;;;63975000.0;;;;;;;435088000.0;363847000.0;856000.0;0.87;;0.0
5014;1511198.0;;;;412000.0;132424000.0;;412000.0;;;;;2708546000.0;2462825000.0;;0.84;;0.0
5015;1511261.0;2051557.0;;258052.0;;;11052.0;;80699.0;227815.0;498096.0;1415256.0;729148.0;1582707.0;1602.0;0.0;;1.0
5016;1511337.0;932425000.0;;37810000.0;;;;;;190022000.0;;1136340000.0;3980211000.0;1779687000.0;;1.69;;1.0
5017;1511735.0;6063843.0;;1637039.0;;;;;;;808706.0;;6405223.0;9631891.0;409.0;-0.32;;0.0
5018;1511737.0;82740000.0;;;;;;1106000.0;;;324795000.0;;748051000.0;307675000.0;5700000.0;2.53;;1.0
5019;1511820.0;;;16641.0;;;;;;;;;819.0;;;;;0.0
5020;1512074.0;32292.0;;16084.0;;;;;0.0;;22542.0;40602.0;29718.0;19389.0;1214.0;;;0.0
5021;1512077.0;;;81965000.0;;;;;11735000.0;;146874000.0;426030000.0;639539000.0;285778000.0;9447000.0;-0.03;;1.0
5022;1512138.0;19734421.0;;6241433.0;;;44291.0;162250.0;;;-2671375.0;2142040.0;28558363.0;51753326.0;;;;0.0
5023;1512499.0;99066000.0;;39097000.0;;;;;2602000.0;;114568000.0;;381613000.0;267692000.0;;;;1.0
5024;1512762.0;249108000.0;0.0;36046000.0;1429000.0;;;1429000.0;;;;;212384000.0;219313000.0;;;;0.0
5025;1512890.0;;;;;;;;;;;17599332.0;14013270.0;;;;;1.0
5026;1512922.0;3326183.0;;3157583.0;;;;;;;75000.0;75000.0;16689444.0;;;;;0.0
5027;1512927.0;15759579.0;;12675171.0;;94381.0;;;;;19600004.0;;39401816.0;20155409.0;;0.037000000000000005;;1.0
5028;1513403.0;616074.0;;57384.0;;;;;;;794.0;;7422.0;471411.0;;;;0.0
5029;1513761.0;987113000.0;;;69127000.0;;;;;;;4345048000.0;12264757000.0;8483877000.0;;1.89;;1.0
5030;1513818.0;82508000.0;0.0;22483000.0;400000.0;;;121000.0;;;;;185327000.0;;;;;0.0
5031;1513856.0;9445757.0;0.0;3714943.0;;;;;;;;;12782424.0;;;;;0.0
5032;1513965.0;234452000.0;0.263;;;;;;;-127400000.0;123281000.0;236358000.0;891296000.0;599797000.0;31900000.0;;;1.0
5033;1514056.0;8615.0;;180.0;;;;;;;;;123.0;54848.0;;;;0.0
5034;1514128.0;;;;;;;;1020000.0;;;1491741000.0;1737059000.0;1354664000.0;;-1.99;;0.0
5035;1514226.0;;0.08;;;;24370000.0;;37000.0;;;1923177000.0;789930000.0;998100000.0;5800000.0;;;1.0
5036;1514281.0;;;;;2634963197.0;;;;;;;3164076232.0;2497131519.0;;0.01;;0.0
5037;1514514.0;1716678.0;0.0;932563.0;;;;;;;-163599.0;;644869.0;3800268.0;;-1.95;;0.0
5038;1514705.0;;;;-1100000.0;;18900000.0;;135300000.0;;;1362700000.0;2255500000.0;1632700000.0;;-0.34;;1.0
5039;1514732.0;;;;;;6463000.0;;334000.0;;50763000.0;;158794000.0;189006000.0;18721000.0;-0.63;;1.0
5040;1514991.0;;;;1340000.0;;28246000.0;1340000.0;;;;;4264915000.0;4061862000.0;41037000.0;5.06;;1.0
5041;1514994.0;584204.0;;237371.0;;;;;;;;21578.0;1551630.0;271947.0;;;;0.0
5042;1515003.0;79353000.0;;31529000.0;;;2721000.0;;166106000.0;;125583000.0;447664000.0;790598000.0;743881000.0;12004000.0;;;1.0
5043;1515069.0;;;;;4812384.0;;;;;;;151337267.0;135044097.0;159341.0;0.3;;0.0
5044;1515115.0;1136490.0;;705012.0;;;;;;;-81228.0;6547.0;459712.0;2458705.0;2403.0;-0.23;;0.0
5045;1515139.0;55488.0;;;;;;;;;;;13870.0;81907.0;;;;0.0
5046;1515156.0;104539000.0;;6104000.0;0.0;;;;;;;62739000.0;60775000.0;85753000.0;;-1.37;;0.0
5047;1515319.0;;;;;;;;42309.0;;1180673.0;2499842.0;10028725.0;4597823.0;251008.0;-0.001;;1.0
5048;1515673.0;147738000.0;0.0;33001000.0;;514340000.0;;7355000.0;;;;;559569000.0;28479000.0;;;;0.0
5049;1515740.0;2383282.0;;133289.0;;;7792.0;;;;;;70178.0;346501.0;1462.0;;;0.0
5050;1515816.0;24574000.0;;;;;;;;;;19205000.0;150051000.0;211090000.0;7518000.0;;;0.0
5051;1515980.0;26484000.0;;15415000.0;;;;;;;;;3663025000.0;2968162000.0;;;;1.0
5052;1516079.0;;;56169.0;;;;;;;;0.0;2855.0;30666.0;;;;0.0
5053;1516479.0;209513000.0;0.0;64049000.0;9524000.0;99727000.0;;9524000.0;;;301943000.0;330797000.0;351196000.0;97494000.0;;0.82;;0.0
5054;1516551.0;4317110.0;;3741017.0;;;;;;;;;3511048.0;3040052.0;9953.0;;;0.0
5055;1516805.0;;;;;;;;3391000.0;;;83870.0;14482684.0;7742292.0;306829.0;-0.02;;0.0
5056;1516973.0;25205000.0;;7980000.0;;;4523000.0;;;;;;5482402000.0;4491290000.0;;;;0.0
5057;1517022.0;61513000.0;0.0;18497000.0;130000.0;;;130000.0;;;;0.0;142940000.0;11942000.0;96000.0;;;0.0
5058;1517130.0;4792275.0;;2933588.0;;;6635.0;;;19558402.0;-2776437.0;60700190.0;231877373.0;65037550.0;6353055.0;;;1.0
5059;1517175.0;229134000.0;;;;;;;82640000.0;;269534000.0;1058996000.0;586218000.0;398254000.0;5960000.0;0.63;;1.0
5060;1517228.0;;;;;;12468000.0;;;;;;7502631000.0;6279911000.0;60600000.0;-0.37;;0.0
5061;1517302.0;523084000.0;;;;;;;;;;805469000.0;946532000.0;829981000.0;4500000.0;;;0.0
5062;1517389.0;;;377055.0;;;;;;;;;32762.0;841581.0;;;;0.0
5063;1517401.0;;;4513000.0;;;;;;;;95729000.0;313963000.0;;10690000.0;;;1.0
5064;1517650.0;252654000.0;;49219000.0;4704000.0;;;4704000.0;;;237242000.0;390862000.0;493533000.0;309503000.0;16909000.0;-1.01;;0.0
5065;1518171.0;53183.0;;;;;;;;;;;3211.0;129019.0;;;;0.0
5066;1518222.0;;;62350000.0;1408000.0;;6890000.0;;81914000.0;17653000.0;;370534000.0;1132796000.0;371601000.0;4000000.0;-0.14;;1.0
5067;1518336.0;107641.0;;;;;;;;;;107.0;53632.0;;0.0;;;0.0
5068;1518339.0;;;;;;303000000.0;;;;;7669000000.0;39301000000.0;;883000000.0;1.01;;1.0
5069;1518380.0;;;45656.0;;;;;;;;;0.0;222926.0;;;;0.0
5070;1518403.0;;;44454000.0;;;9919000.0;;;;;433888000.0;722525000.0;899574000.0;;;;0.0
5071;1518461.0;;;646506.0;;;7858.0;;;;733086.0;;480038.0;338915.0;29604.0;0.0;;0.0
5072;1518520.0;5788713.0;0.0;;;;;2000.0;;;-359852.0;;12929610.0;11221016.0;265937.0;;;1.0
5073;1518587.0;;0.0;;;;;;;;214900000.0;2917800000.0;2163100000.0;;;;;1.0
5074;1518621.0;;;;;;;;;;;;2241837000.0;1988582000.0;;0.05;;0.0
5075;1518715.0;;;58745000.0;;541151000.0;;;4913000.0;;;;4894495000.0;4429220000.0;;1.98;;1.0
5076;1518720.0;569501.0;;;;;;;;-541102.0;28399.0;67964.0;369357.0;122116.0;;;;0.0
5077;1518832.0;;0.0;249000000.0;2000000.0;;82000000.0;;;-1648000000.0;;1888000000.0;8350000000.0;;;-7.42;;0.0
5078;1518985.0;;;374742.0;;;0.0;;;;;;360195.0;;;;;0.0
5079;1519061.0;;;;;;7800000.0;;;;469102000.0;;2284572000.0;;74938000.0;2.74;;0.0
5080;1519117.0;;;;;;;;;;;10683000.0;50140000.0;16703000.0;;;;1.0
5081;1519401.0;;0.0;115598000.0;;;;14000.0;;;;217306000.0;629065000.0;423838000.0;2900000.0;1.82;;1.0
5083;1519751.0;;0.015;;28900000.0;;;28900000.0;;306000000.0;1581900000.0;;4878600000.0;2424800000.0;93500000.0;1.97;;1.0
5084;1519894.0;1287057.0;;1146228.0;;;;;;;12450292.0;;54951354.0;;1167868.0;;;0.0
5085;1519955.0;;;64257.0;;;;;;;;;40480.0;;;;;0.0
5086;1520006.0;;;50105000.0;10000.0;;;10000.0;;;;316169000.0;1140861000.0;;;-8.34;;0.0
5087;1520007.0;326572.0;;326572.0;;;;;;;217764.0;2765801.0;1436681.0;;;;;0.0
5088;1520108.0;3371524.0;;278338.0;;;;;;-2392842.0;1009571.0;;1750830.0;1557488.0;;;;0.0
5089;1520262.0;;;;;;;;;;;;1855744000.0;541469000.0;27900000.0;-1.52;;1.0
5090;1520300.0;;;;722000.0;137555000.0;;;;;;;782853000.0;693171000.0;816000.0;0.92;;0.0
5091;1520358.0;5856544.0;0.0;5748912.0;;;;;;;3597227.0;;5794070.0;5170747.0;285516.0;;;1.0
5092;1520566.0;1687579000.0;;925011000.0;;;;;13492000.0;;;1988635000.0;16654070000.0;14886693000.0;;0.38;;0.0
5093;1520697.0;1629739000.0;;68300000.0;;;26132000.0;1815000.0;;111365000.0;;;4279208000.0;2588125000.0;63000000.0;1.65;;1.0
5094;1520744.0;;0.0;;;;;287000.0;;;;204269000.0;745372000.0;;42721000.0;0.44;;0.0
5095;1521036.0;92992000.0;;43894000.0;;;94000.0;;5838000.0;;135522000.0;293461000.0;242379000.0;427668000.0;11800000.0;;;0.0
5096;1521222.0;4829946.0;;1467283.0;;;;;;;-3513156.0;538734.0;1055745.0;;183178.0;;;0.0
5097;1521332.0;;;;;;39000000.0;;;1188000000.0;3010000000.0;;11973000000.0;9240000000.0;447000000.0;5.08;;0.0
5098;1521420.0;33143.0;;60.0;;;;;;;;;11750.0;88812.0;;;;0.0
5099;1521466.0;9750.0;;9750.0;;;;;;;;;0.0;;;;;0.0
5100;1521549.0;1111005.0;;654146.0;;;;;;;1233249.0;2045403.0;636768.0;349295.0;8939.0;0.0;;0.0
5101;1521847.0;;;56671000.0;;;23192000.0;;;;;;2906003000.0;2260511000.0;;;;0.0
5102;1521951.0;;;1759000.0;300000.0;140548000.0;;300000.0;26000.0;;;;1782892000.0;1632060000.0;746000.0;1.9;;0.0
5103;1522182.0;123455000.0;;76937000.0;;;6159000.0;;10328000.0;;161439000.0;;980447000.0;996876000.0;35327000.0;;;1.0
5104;1522215.0;;;2632050.0;;;5396.0;;;;2938370.0;32874503.0;1730438.0;1410329.0;8918.0;;;0.0
5105;1522327.0;;;;;238862000.0;;;;;;;1031416000.0;899947000.0;1000000.0;3.64;;0.0
5106;1522420.0;;;;228000.0;21876000.0;;228000.0;;;;;1812916000.0;1666713000.0;726000.0;0.8;;0.0
5107;1522602.0;3874301.0;0.0;1908080.0;55548.0;;;55548.0;;;;;10599777.0;787698.0;;;;0.0
5108;1522690.0;50535113.0;;;;;;193804.0;;;;39632252.0;398165747.0;382005333.0;;-1.02;;0.0
5109;1522699.0;5611522.0;;;;;;;;;;444078.0;273672836.0;4712169.0;;-0.16;;0.0
5110;1522704.0;244262.0;;;;;;;;;-3292.0;1858.0;209117.0;;1663.0;;;0.0
5111;1522727.0;;;;;;;;;;;;1509771000.0;;81700000.0;;;1.0
5112;1523404.0;;;45383000.0;;;;;62742000.0;-43705000.0;;680585000.0;735259000.0;230339000.0;29391000.0;;;1.0
5113;1523854.0;;;;;28100901.0;;;;;;;271022800.0;243618495.0;;1.58;;0.0
5114;1524025.0;;0.0;;;;;3094000.0;;;167246000.0;;270751000.0;97538000.0;22800000.0;;;0.0
5115;1524223.0;199266000.0;;;;;;;;;;;230796000.0;96016000.0;2200000.0;0.91;;0.0
5116;1524358.0;;0.013000000000000001;102963000.0;97000.0;;;;;;;1830463000.0;2395026000.0;1418759000.0;22217000.0;3.9;;0.0
5117;1524472.0;;0.016;;21000000.0;;;;;;1404000000.0;;4657000000.0;2573000000.0;88000000.0;1.88;;0.0
5118;1524607.0;;;43639000.0;;;;;;;;441878000.0;5609351000.0;3502086000.0;;0.64;;1.0
5119;1524741.0;121251000.0;0.01;;473000.0;21849000.0;58000.0;473000.0;;;;;1108619000.0;724452000.0;;0.22;;1.0
5120;1524872.0;653375.0;;246627.0;;;;;;;;;24077.0;1062042.0;;;;0.0
5121;1524931.0;;;16176000.0;164000.0;;;164000.0;1063000.0;;;;200461000.0;67404000.0;12700000.0;0.78;;0.0
5122;1525221.0;;0.0;42812000.0;;;562000.0;;;;;281837000.0;1007091000.0;530984000.0;;0.42;;1.0
5123;1525287.0;71468000.0;;;;;;;;;;;1000332000.0;842847000.0;15900000.0;;;1.0
5124;1525769.0;;;53600000.0;6300000.0;;;;;;;;1004535000.0;;77261000.0;1.46;;1.0
5125;1525998.0;181861000.0;;;;;4650000.0;;;;100762000.0;;241370000.0;407636000.0;;-2.62;;1.0
5126;1526113.0;172123000.0;;7175000.0;;;;;;;;205332000.0;2547968000.0;1327849000.0;47649000.0;;;0.0
5127;1526119.0;58199000.0;;17634000.0;13000.0;85388000.0;;13000.0;;;;;113094000.0;;;;;0.0
5128;1526160.0;172314000.0;;53966000.0;2880000.0;;;2880000.0;1823000.0;;211700000.0;;402395000.0;100218000.0;;1.01;;0.0
5129;1526520.0;;;210000000.0;;;;12000000.0;25000000.0;;;1492000000.0;2128000000.0;716000000.0;57000000.0;1.38;;0.0
5130;1526689.0;5300801.0;0.0;;;;;;;;3333194.0;;4145246.0;9670928.0;;;;1.0
5131;1526726.0;139081.0;;735.0;;;;;;;;;463.0;100440.0;;;;0.0
5132;1526796.0;;0.0;30523000.0;;;2664000.0;;50000.0;-24849000.0;;;207371000.0;200758000.0;25400000.0;;;1.0
5133;1526952.0;;0.006;;0.0;62434000.0;;;;;;;621182000.0;569004000.0;;1.14;;1.0
5134;1527032.0;;;;;;25578000.0;;;;;;662084000.0;847482000.0;;;64000000.0;0.0
5135;1527102.0;342168.0;;227463.0;;;;;;;;390741.0;890572.0;923692.0;23581.0;;;1.0
5136;1527166.0;;;712800000.0;;;;;2700000.0;;;3006200000.0;32191000000.0;23267500000.0;;-0.24;;1.0
5137;1527190.0;306000000.0;;21400000.0;;;12500000.0;;;;;446500000.0;782600000.0;1049100000.0;9600000.0;;;1.0
5138;1527355.0;3434441.0;;2992549.0;;;;;;-3340007.0;94434.0;;655354.0;1011944.0;2444.0;;;0.0
5139;1527383.0;;;;;;;;;;;;1544284000.0;1432142000.0;3563000.0;1.25;;0.0
5140;1527541.0;40067741.0;;13480089.0;;;;;;;;27734205.0;313969852.0;206603114.0;5370116.0;;;0.0
5141;1527590.0;12294334.0;;;;;;;;;;;775138921.0;597360866.0;;-0.16;;0.0
5142;1527599.0;25027000.0;;6080000.0;67000.0;;;67000.0;;;;;90917000.0;;;;;0.0
5143;1527613.0;;;;;;;;;-1467860.0;42950.0;115022.0;541282.0;;;;;0.0
5144;1527622.0;;;21085000.0;;;;;6486000.0;;;844711000.0;1257831000.0;;40900000.0;;;0.0
5145;1527705.0;;;;;;;;;;;;91956000.0;53117000.0;;;;1.0
5146;1527709.0;;;9411000.0;;;;;;;;96280000.0;327086000.0;;;;;0.0
5147;1527722.0;;;33170.0;;;;;;;;;2082.0;;;;;0.0
5148;1527795.0;391682.0;;100908.0;;;;;;;82620.0;82620.0;19731.0;1900052.0;42381.0;0.0;;0.0
5149;1528059.0;1488692000.0;;149066000.0;;;;;;;;1556017000.0;17405866000.0;8691907000.0;;;;0.0
5150;1528061.0;396156000.0;;90545000.0;;;;;;;131223000.0;527379000.0;466359000.0;490381000.0;13909000.0;;;1.0
5151;1528103.0;1611786.0;;884021.0;;;;;;;-115804.0;;8977300.0;5235508.0;;;;0.0
5152;1528129.0;;;90425000.0;0.0;;24208000.0;;;-2209936000.0;;;1813287000.0;1681840000.0;;-11.1;;1.0
5153;1528172.0;2500097.0;;;;;;;;;2103.0;;76030.0;7665455.0;;;;1.0
5154;1528356.0;;;;174000.0;;;174000.0;;;69094000.0;210109000.0;155815000.0;41118000.0;428000.0;-0.4;;0.0
5155;1528396.0;216860000.0;0.0;41397000.0;6294000.0;639794000.0;;6294000.0;;;233353000.0;380537000.0;799947000.0;110559000.0;6000000.0;0.14;;0.0
5156;1528557.0;26176000.0;;;76000.0;20524000.0;71000.0;76000.0;;;-995000.0;;47148000.0;11301000.0;;;;0.0
5157;1528558.0;;0.042;25817000.0;4320000.0;;;4320000.0;;41623000.0;;305384000.0;2529258000.0;1853801000.0;97185000.0;0.7;;1.0
5158;1528610.0;;;;134585.0;54871523.0;;134585.0;;;;;291610806.0;254110233.0;353267.0;;;0.0
5159;1528697.0;68494.0;;5994.0;;;;;;;;;515.0;120306.0;;0.0;;0.0
5160;1528760.0;;;793528.0;;;9553.0;;;;16192.0;;754066.0;519457.0;29709.0;-0.05;;0.0
5161;1528837.0;;;74160000.0;;;34265000.0;;;;;;1542343000.0;1998512000.0;;;;1.0
5162;1528843.0;;;;534000.0;91220000.0;;535000.0;;;;;572000000.0;475531000.0;649000.0;;;0.0
5163;1528849.0;;0.0;;25606000.0;;;35885000.0;;;752692000.0;;2088472000.0;1202312000.0;44200000.0;2.27;;0.0
5164;1528930.0;140941000.0;;43927000.0;2286000.0;;;2286000.0;11129000.0;;;173429000.0;193331000.0;81830000.0;4652000.0;1.41;;1.0
5165;1528985.0;79726000.0;;4961000.0;;;;;;;;;1405835000.0;714991000.0;21319000.0;;;1.0
5166;1529113.0;30770000.0;;14255000.0;;;;;479000.0;;19329000.0;66957000.0;68715000.0;45759000.0;;;;1.0
5167;1529133.0;;;165503.0;;;1017.0;;;;;;1682895.0;;;0.0;;0.0
5168;1529377.0;;;6795000.0;;;;;;;;85408000.0;1378982000.0;922494000.0;219000.0;1.2;;1.0
5170;1529864.0;311355000.0;;102073000.0;;;4266000.0;;;;435742000.0;652600000.0;880870000.0;674902000.0;17900000.0;1.33;;1.0
5171;1530163.0;;;57418.0;;;;;;;;;485.0;;;;;0.0
5173;1530249.0;;;;187000.0;55217000.0;;187000.0;;;;;677561000.0;602221000.0;;2.98;;0.0
5174;1530721.0;1622100000.0;;;12700000.0;;;;24400000.0;;2797200000.0;;2566800000.0;567300000.0;;4.5;;1.0
5175;1530746.0;1542192.0;;1406406.0;;;20929.0;;;;162757.0;;480349.0;5411532.0;33604.0;;;0.0
5176;1530766.0;12044030.0;0.0;10795007.0;20900.0;;;;;;;;1030562.0;;10475.0;;;0.0
5177;1530804.0;;;;;;35000000.0;;119000000.0;;120000000.0;;5072000000.0;3962000000.0;187000000.0;-2.75;;1.0
5178;1530950.0;;;;15500000.0;;58600000.0;;151600000.0;;1174400000.0;;9220400000.0;6244400000.0;131100000.0;-2.33;;1.0
5180;1531537.0;;;35837000.0;;;114287000.0;;;;;212193000.0;569525000.0;992440000.0;26673000.0;;;0.0
5181;1532063.0;;0.0;;;0.0;;213200000.0;;2476400000.0;8401900000.0;101751800000.0;53243300000.0;35862800000.0;628200000.0;3.59;;1.0
5182;1532288.0;;;15813000.0;;;987000.0;;;;;360900000.0;387240000.0;422521000.0;31056000.0;;;1.0
5183;1532383.0;;;23095.0;;;;;;;;;31202.0;;;;;0.0
5184;1532390.0;10133485.0;;6883287.0;;;;;;;2656347.0;7088806.0;3775557.0;2248676.0;318328.0;;;0.0
5185;1532595.0;2507555.0;;1543827.0;;;;;82020.0;;;353076.0;1462200.0;1133533.0;2384.0;;;1.0
5186;1532750.0;;;65968000.0;;;25436000.0;;;;-639534000.0;740033000.0;1731004000.0;;;;;1.0
5187;1532882.0;82098.0;;82098.0;;;;;;-82098.0;;0.0;0.0;93226.0;;;;0.0
5188;1532926.0;;;;;;;;;;;;10475.0;372243.0;3031.0;;;0.0
5189;1532930.0;;;112141000.0;;;22950000.0;;;;;1131244000.0;1902618000.0;;295100000.0;-4.42;;0.0
5190;1532961.0;55079000.0;;11930000.0;;;;;3701000.0;;68778000.0;;111769000.0;31006000.0;844000.0;1.25;;1.0
5191;1533040.0;10271000.0;0.0;3346000.0;;;;;;;;;11159000.0;;;;;0.0
5192;1533106.0;1870214.0;;454859.0;;;304569.0;;;;;3313356.0;2807095.0;2283652.0;11251.0;;;0.0
5193;1533357.0;;0.0;65124.0;;;63979.0;;;;;;18192.0;3079769.0;;;;0.0
5194;1533454.0;;;;;;;;;;;3405000000.0;1137300000.0;744200000.0;;3.58;;0.0
5195;1533526.0;;;;100000.0;;;100000.0;;;170300000.0;;557200000.0;496500000.0;13500000.0;1.67;;0.0
5196;1533615.0;3670914.0;;505141.0;;;;;;;;2061667.0;65328725.0;65467333.0;659671.0;;;0.0
5197;1533758.0;;;;;243001000.0;;;18340000.0;;;;4602555000.0;3060915000.0;379267000.0;;;0.0
5198;1533924.0;2008948000.0;;38703000.0;;;20193000.0;;;;;;679167000.0;;;;;1.0
