companhia;opex;remuneracaoEmAcoes;despesasAdministrativas;exercicioOpcoes;compraTitulos;jurosAPagar;valorGastoExercicioOpcoes;amortizacao;rendaOperacoesContinuadas;lucroBruto;receitas;ativos;passivos;depreciacao;ganhosPorAcao;ebtida;temDivida
351789.0;3936000.0;;1625000.0;;7872000.0;;;;;4226000.0;;13421000.0;;113000.0;0.36;;1.0
351817.0;;;42611000.0;;;490000.0;;;;;244721000.0;524998000.0;;;-37.2;;1.0
351834.0;;0.0;;3884000.0;;;3294000.0;139110000.0;-2996000.0;110362000.0;1145134000.0;1219203000.0;793024000.0;16100000.0;-0.31;;1.0
351998.0;10551000.0;0.0;;;;;-2000.0;;;11544000.0;22017000.0;19640000.0;;542000.0;0.12;;0.0
352363.0;;;;2464000.0;;4082000.0;;;21708000.0;754107000.0;;980361000.0;;37800000.0;0.13;;0.0
352541.0;;;;;;;;;380700000.0;;3253600000.0;12495200000.0;;;;;1.0
352736.0;;;;;;;;;;;3422000000.0;43678000000.0;37745000000.0;;;;0.0
352825.0;;;;;;;;75923000.0;;133653000.0;;566660000.0;;14429000.0;-4.33;;0.0
352915.0;7784056000.0;0.004;;;;13284000.0;;;750698000.0;;;9634113000.0;;337500000.0;6.89;;1.0
352955.0;;;501159.0;;;;;;;;1062101.0;14156936.0;347169.0;;0.24;;0.0
352998.0;;0.0;;;;;83000.0;2814000.0;;21315000.0;44250000.0;184762000.0;118003000.0;560000.0;0.13;;0.0
353020.0;209477000.0;;;2748000.0;;;2466000.0;;;275787000.0;1333570000.0;1258307000.0;663751000.0;30600000.0;-0.22;;1.0
353184.0;142180275.0;;18139830.0;;;;;441973.0;;;148211938.0;52154752.0;;;2.08;;0.0
353569.0;;0.0;29447000.0;;;;;6144000.0;;;196129000.0;406505000.0;;;-0.18;;0.0
354190.0;840700000.0;0.03;;;;;40400000.0;;;;5392400000.0;10913800000.0;7225600000.0;93900000.0;2.07;;1.0
354647.0;;;;5144000.0;;;5144000.0;0.0;;;;7671200000.0;6747801000.0;;0.93;;0.0
354707.0;;;;;820648000.0;;;;;;2602982000.0;11790196000.0;9828263000.0;183966000.0;1.5;;1.0
354869.0;;;;;3967735000.0;;;;;;;25524604000.0;22584509000.0;;1.34;;1.0
354908.0;447797000.0;;;;;;;;;753561000.0;1557067000.0;2406400000.0;;32500000.0;1.73;;1.0
354950.0;18491000000.0;0.02;;;;;;;;30265000000.0;;42549000000.0;36233000000.0;;5.49;;0.0
354963.0;268399000.0;;;;2654000.0;;996000.0;;;;;628740000.0;;69287000.0;0.84;;1.0
354964.0;;;;;;;;;-394000000.0;;;24145000000.0;17510000000.0;6000000.0;;;1.0
355379.0;7207722.0;;;;;;;;;;3785115.0;62926404.0;56022430.0;157388.0;;;0.0
355573.0;105000.0;;70000.0;;;;;;;;;584000.0;21000.0;132000.0;;;0.0
355777.0;66734000.0;;28742000.0;1871000.0;;;1871000.0;20000.0;;70446000.0;129552000.0;78005000.0;50143000.0;4546000.0;0.17;;0.0
355811.0;145009613.0;;;;651261421.0;;;;;603776052.0;;2148672928.0;426156167.0;58100000.0;1.09;;1.0
355948.0;;;;100000.0;;;142000.0;2272000.0;-6766000.0;44835000.0;;168130000.0;26455000.0;2000000.0;;;0.0
355999.0;;;;;;;;;;836495000.0;;2262859000.0;1539125000.0;;-1.18;;1.0
356028.0;;0.034;367000000.0;8000000.0;;;;;769000000.0;;4025000000.0;11204000000.0;5826000000.0;62000000.0;1.82;;0.0
356037.0;18961000.0;;;216000.0;;;10000.0;28000.0;;19187000.0;;46996000.0;27406000.0;;-0.06;;0.0
356130.0;;;;;1367268000.0;;;;;;623726000.0;1535955000.0;1011017000.0;;;;0.0
356171.0;;;;660000.0;404885000.0;;3116000.0;;;;;4220722000.0;3768606000.0;;1.93;;0.0
356309.0;2485536000.0;;;724000.0;;;;;;;;3339038000.0;;;2.12;;0.0
356590.0;191928.0;;124039.0;;106144.0;309249.0;;;;-10861.0;1126.0;109247.0;3322130.0;2458.0;;;0.0
357001.0;;;;;;;;;;1782000.0;1297000.0;3784000.0;725000.0;190000.0;-0.03;;0.0
357020.0;;;;;;;281000.0;;31518000.0;179914000.0;397978000.0;387475000.0;;6400000.0;0.53;;1.0
357097.0;;0.0;;255000.0;;;255000.0;;;-230000.0;492000.0;36712000.0;22509000.0;200000.0;-0.82;;0.0
357173.0;;;;;456066000.0;;;;;;;2077863000.0;1921934000.0;;0.46;;0.0
357294.0;;;;;;;;;;;2148480000.0;2602298000.0;2730382000.0;3388000.0;-0.11;;1.0
357301.0;;;;147000.0;601037000.0;;;;;;;4734992000.0;4321682000.0;;0.444;;0.0
700564.0;;;;;2484773000.0;;;;;;;17914718000.0;15872824000.0;;0.85;;0.0
700565.0;;;;;518848000.0;;;;;;;2114499000.0;1909490000.0;2196000.0;1.84;;1.0
700733.0;;;;;1668829000.0;;;;;;;9598902000.0;8437345000.0;10200000.0;0.79;;0.0
700764.0;;;4389788.0;;;;;;;;650648.0;1008997.0;3730016.0;;;;0.0
700841.0;;0.0;;19000.0;;;19000.0;;6015000.0;51885000.0;185736000.0;81336000.0;49133000.0;1386000.0;0.48;;0.0
700923.0;;;;1923000.0;;;;;;122341000.0;;524925000.0;195045000.0;37458000.0;1.33;;0.0
701221.0;8982000000.0;;;;;;;;;;37876000000.0;57088000000.0;44975000000.0;;8.17;;0.0
701288.0;28471000.0;;16082000.0;;;;;;;70981000.0;145733000.0;164336000.0;20238000.0;8478000.0;15.67;;0.0
701347.0;;;;;1272255000.0;;;10957000.0;;;;5131288000.0;4636649000.0;;1.42;;1.0
701374.0;;;59167000.0;;;19555000.0;;1354000.0;154690000.0;;1263938000.0;2428440000.0;1968503000.0;104788000.0;1.65;;1.0
701719.0;11684416.0;;;;;;;;-2330322.0;9725844.0;;16154010.0;12282586.0;521438.0;-0.18;;1.0
701811.0;854585000.0;;73853000.0;;;;;;;991330000.0;1180988000.0;2064364000.0;743935000.0;36449000.0;0.83;;0.0
701853.0;;;;;2082329000.0;;10441000.0;;;;;13798662000.0;12143218000.0;;1.33;;1.0
701869.0;;;;;;;;;;;532868000.0;1197963000.0;865259000.0;;1.73;;0.0
701985.0;;0.027000000000000003;;;;100000000.0;119000000.0;;;5204000000.0;;8493000000.0;;457000000.0;4.3;;1.0
702165.0;7627000000.0;;;;;123000000.0;;;;;10511000000.0;34260000000.0;22072000000.0;1059000000.0;5.13;;1.0
702325.0;;;;;1306636000.0;;;6841000.0;;;;9732676000.0;8586408000.0;;1.05;;1.0
702513.0;;0.021;;156000.0;159030000.0;;;;;;;1015441000.0;924919000.0;1500000.0;0.62;;1.0
703329.0;;;;;395019000.0;;;;;;;1260310000.0;1142520000.0;;2.13;;0.0
703361.0;285015000.0;;;;;;;;195299000.0;421654000.0;;1099189000.0;422494000.0;;1.37;;0.0
703604.0;167003000.0;;75979000.0;50000.0;;;;;297000.0;169124000.0;;133094000.0;71830000.0;4500000.0;;;0.0
704159.0;13551570.0;;6476768.0;;;;;;;;395960.0;8359915.0;4118470.0;56920.0;;;0.0
704415.0;;;;2467000.0;;;2467000.0;18382000.0;;;;716997000.0;;43100000.0;-0.86;;0.0
704440.0;6421519.0;;;;;;;;;7602903.0;;8394300.0;1276001.0;258738.0;0.02;;0.0
704532.0;84694000.0;;22444000.0;;83085000.0;;;;;89667000.0;;235540000.0;48212000.0;6900000.0;0.12;;0.0
704562.0;;;;138000.0;;;138000.0;;;21391000.0;44686000.0;109043000.0;;;;;0.0
705432.0;;;;;1460492000.0;;;;;;;5162076000.0;4718014000.0;8100000.0;1.74;;1.0
706129.0;;0.024;;;444982000.0;;403000.0;2440000.0;;;;2652401000.0;2385569000.0;;1.94;;1.0
706688.0;1357030000.0;;;1038000.0;;;;;;;;2658875000.0;1292257000.0;52000000.0;1.87;;1.0
706698.0;;;5848000.0;;;;640000.0;;;24185000.0;;79175000.0;9527000.0;619000.0;3.16;;0.0
706863.0;;;;;54110000.0;;;70000.0;;;;628879000.0;575311000.0;;1.77;;0.0
707179.0;;;;997000.0;;;;4499000.0;;;;11991527000.0;10500357000.0;14101000.0;1.01;;1.0
707388.0;15135000.0;;9888000.0;;;;624000.0;700000.0;;17909000.0;60826000.0;64113000.0;9958000.0;1935000.0;1.13;;0.0
707511.0;1770147.0;0.0;1566962.0;;;;;;;;60612.0;358223.0;7100619.0;3403.0;;;0.0
707549.0;1544666000.0;;;;;;;43940000.0;;2618922000.0;;12271528000.0;6169459000.0;134700000.0;5.75;;1.0
707605.0;;0.013000000000000001;;;119467000.0;;;;;;;1148922000.0;1029949000.0;1800000.0;0.31;;0.0
707886.0;;;;28000.0;;;28000.0;;;;;1987989000.0;1743744000.0;2100000.0;0.34;;0.0
708781.0;;;;;375696000.0;;394000.0;356000.0;;;120817000.0;1455506000.0;1248128000.0;3008000.0;2.03;;0.0
708818.0;259500000.0;;;992000.0;;;992000.0;6715000.0;;266862000.0;;530790000.0;261413000.0;8834000.0;0.09;;1.0
708819.0;;;;;;;;;;;3070275000.0;3387076000.0;;100000000.0;-0.08;;1.0
708821.0;39510000.0;0.0;;;;;474000.0;2304000.0;4021000.0;46139000.0;;115312000.0;47252000.0;1137000.0;-0.06;;1.0
708955.0;;;;744000.0;1190642000.0;;679000.0;;;;;8147411000.0;7338035000.0;;1.23;;1.0
709005.0;4788309.0;;1659966.0;201386.0;;;201386.0;;;;7729286.0;18464928.0;;;0.04;;0.0
709283.0;270850000.0;;53793000.0;;;;;;;204752000.0;475958000.0;229546000.0;;6410000.0;-0.28;;1.0
709337.0;;;;;394312000.0;;;2177000.0;;;;1869902000.0;1671855000.0;;0.36;;1.0
709804.0;67282000.0;;;;126307000.0;;;2036000.0;-97407000.0;26615000.0;132620000.0;344822000.0;76967000.0;15400000.0;-8.5;;1.0
710782.0;;;;;;;;;;;;247424.0;;;;;0.0
711034.0;883233.0;;373976.0;;;;;;;;;519176.0;;;;;0.0
711065.0;125050000.0;;;;;;;;;89548000.0;;146292000.0;31254000.0;7590000.0;;;0.0
711377.0;96678000.0;0.0;29189000.0;12363000.0;;;;;;153064000.0;;451715000.0;47554000.0;7452000.0;0.98;;0.0
711404.0;;;;;;;-4816000.0;;;1070262000.0;;4460610000.0;1786706000.0;139900000.0;4.2;;0.0
711477.0;;;;;;;;;;;;2531.0;;;;;0.0
711665.0;97690000.0;0.0;17484000.0;;;;;39000.0;-39833000.0;57465000.0;;34374000.0;21677000.0;;-1.71;;0.0
711669.0;;;;;296149299.0;;;;;;;1174149427.0;;1657229.0;0.71;;0.0
712034.0;314900000.0;;;700000.0;;6300000.0;;;85900000.0;478400000.0;;1953400000.0;1372200000.0;32400000.0;0.79;;0.0
712515.0;2144000000.0;;406000000.0;;;;;;;3042000000.0;;7050000000.0;3652000000.0;119000000.0;3.73;;0.0
712534.0;;;;1461000.0;658400000.0;;1531000.0;5365000.0;;;;6761003000.0;5910494000.0;;1.73;;0.0
712537.0;;;;;886560000.0;;;218000.0;;;;6566890000.0;5847344000.0;;0.56;;1.0
712770.0;33058000.0;;9527000.0;;;;;;20517000.0;;;650378000.0;387952000.0;;1.23;;0.0
712771.0;;;;1424000.0;195770000.0;;1765000.0;;;;;4016721000.0;3539377000.0;;1.38;;1.0
713095.0;;0.0;;;582202000.0;;;;;;;1775950000.0;1600252000.0;;;;1.0
713425.0;46133000.0;0.049;12449000.0;1818000.0;;;1818000.0;;;59660000.0;;136724000.0;41830000.0;;0.36;;0.0
713671.0;;;;402000.0;152379000.0;;402000.0;;;;;748818000.0;693330000.0;825000.0;1.82;;0.0
713676.0;;;;;55760000000.0;;;;;;15225000000.0;358493000000.0;312513000000.0;643000000.0;7.52;;0.0
714256.0;;0.0;3385168.0;;;273068.0;;;-964981.0;2480218.0;3372188.0;1391798.0;2663067.0;;;;0.0
714310.0;;;;;1506861000.0;;;;;;;21612616000.0;19405525000.0;;0.42;;1.0
714395.0;;;;0.0;637840000.0;;49000.0;;;;;2373701000.0;2121353000.0;3310000.0;2.27;;1.0
714562.0;;;;;891082000.0;;;;;;;2979585000.0;2569269000.0;4660000.0;;;1.0
714603.0;;;;;219500000.0;;;75300000.0;;;2825100000.0;2813200000.0;1752100000.0;105500000.0;9.95;;1.0
714712.0;;0.049;;;152327000.0;;;;;;;583928000.0;523966000.0;506000.0;0.72;;1.0
715072.0;;;;;646805000.0;;;5074000.0;;;;7926496000.0;6889678000.0;8689000.0;1.89;;1.0
715446.0;;0.0;;44635.0;;;44635.0;;;;;9335570.0;4281969.0;;;;1.0
715579.0;;;;;125693000.0;;;80000.0;;;;1147925000.0;1033210000.0;1419000.0;1.83;;1.0
715787.0;;;;400000.0;;442000.0;;;;382889000.0;;756549000.0;414183000.0;30400000.0;1.1;;1.0
715788.0;1422536.0;;;;;;;;-1297337.0;;125199.0;728723.0;443435.0;17010.0;;;0.0
715812.0;778000.0;;421373.0;;;;;;;923158.0;;1579786.0;;;;;0.0
715957.0;;;;;;;;;1899000000.0;;;58797000000.0;45195000000.0;;3.21;;1.0
716006.0;4739400000.0;;;;;;;;;;;1894600000.0;;145500000.0;0.02;;1.0
716133.0;;0.0;;0.0;;11200000.0;;;290800000.0;;;1454400000.0;1752600000.0;141300000.0;1.64;;0.0
716314.0;;;;97000.0;;;;;;23255000.0;;143131000.0;33751000.0;2201000.0;0.61;;0.0
716605.0;;;;;176157000.0;;;;;;;1320057000.0;1183778000.0;;;;1.0
716634.0;;;18652000.0;492000.0;;;;4193000.0;;;257323000.0;375091000.0;237895000.0;;0.98;;1.0
716643.0;;0.0;178033000.0;;;;0.0;7950000.0;-11316000.0;;;1036761000.0;517360000.0;55500000.0;;;0.0
716688.0;;;;;;1436.0;;;;1317116.0;;2216236.0;712406.0;110150.0;;;0.0
717423.0;;;;;;;;;-2255772000.0;;3033080000.0;11493812000.0;;;-13.03;;1.0
717538.0;;0.039;;918000.0;402309000.0;;;1151000.0;;;;2446188000.0;2232217000.0;1892000.0;1.91;;1.0
717605.0;;0.01;;;;;;;;532800000.0;;2187400000.0;1007800000.0;;2.48;;1.0
717720.0;32666000.0;;;;3637000.0;;;;;;;86507000.0;51907000.0;;;;0.0
717806.0;7570000.0;;;;;;;;;;;575782000.0;499466000.0;;0.42;;0.0
717954.0;;0.003;;7799000.0;;;7800000.0;7847000.0;;;1456605000.0;1533237000.0;;68164000.0;;;0.0
718413.0;;;;;26470400.0;;;;;;;596134709.0;544720053.0;;0.96;;0.0
718877.0;;0.006999999999999999;380000000.0;;;;;4000000.0;;;4664000000.0;15251000000.0;7183000000.0;82000000.0;1.21;;1.0
718924.0;16378531.0;;4452047.0;180708.0;;;180708.0;;;21635983.0;64314996.0;32181622.0;7879862.0;865003.0;1.34;;0.0
718937.0;;0.0;19604000.0;2168000.0;;;2168000.0;;;52723000.0;;62954000.0;24108000.0;2196000.0;-0.17;;0.0
719135.0;;;;1427000.0;;;220000.0;;;12557000.0;;31448000.0;8044000.0;;0.34;;1.0
719209.0;97365000.0;;6140000.0;;;950000.0;;;;;74509000.0;146957000.0;;4275000.0;-6.37;;1.0
719220.0;;;;;660963000.0;;;;;;;6318354000.0;5526117000.0;4739000.0;1.98;;0.0
719274.0;8328000.0;;;77000.0;;;77000.0;;;4621000.0;;11202000.0;8222000.0;;-0.59;;0.0
719402.0;;;;;105559000.0;;;;;;;692321000.0;646368000.0;1200000.0;0.31;;0.0
719413.0;74122000.0;;34201000.0;;;;;;-35611000.0;38511000.0;443567000.0;2221925000.0;882999000.0;;-0.23;;0.0
719494.0;;0.0;;;;;;;;;;7074989.0;4452961.0;470000.0;-0.04;;0.0
719739.0;;;;;16380748000.0;;;;;;;44686703000.0;41353472000.0;;6.7;;1.0
719866.0;106881000.0;0.012;36005000.0;;;;582000.0;;;90667000.0;;317894000.0;;;-0.71;;0.0
719955.0;;;;2647000.0;;;;;;1844214000.0;;2417427000.0;1219201000.0;;3.42;;0.0
720002.0;;;;;925279000.0;;294000.0;;;;;3385408000.0;3004048000.0;;1.64;;0.0
720005.0;;;;;513730000.0;;;31648000.0;;;5308164000.0;26479684000.0;21693586000.0;;3.51;;0.0
720154.0;6580000.0;;5074000.0;0.0;;;0.0;;;7489000.0;22698000.0;23815000.0;13087000.0;1402000.0;0.14;;1.0
720500.0;;;;;;;523000.0;;;27008000.0;;125456000.0;52809000.0;2200000.0;-0.65;;1.0
720672.0;;;;;1629907000.0;;660000.0;27982000.0;92336000.0;;2376993000.0;13335915000.0;10843499000.0;;1.35;;1.0
720762.0;;;;;;;;;;;0.0;528000.0;2532000.0;0.0;;;1.0
720858.0;;0.004;;54988.0;106066384.0;;;613888.0;;;127200072.0;211522029.0;68744949.0;1105839.0;6.32;;0.0
721371.0;;;;;200000000.0;;;;1427000000.0;6543000000.0;121546000000.0;34122000000.0;;277000000.0;4.36;;0.0
721447.0;;;;;;;;;-3256632.0;;24789555.0;19150559.0;12761418.0;150862.0;-0.46;;0.0
721683.0;2245434000.0;0.01;;58636000.0;;;58636000.0;;362633000.0;;2779541000.0;3908300000.0;2036208000.0;56600000.0;1.98;;1.0
721693.0;2308608.0;;2308608.0;;;;;;;3216855.0;24355500.0;316874573.0;103167780.0;;0.22;;0.0
721994.0;;;;;478071000.0;;;;;;;3766286000.0;3373385000.0;3758000.0;2.79;;0.0
722077.0;;;;;;12050000.0;;;103856000.0;;2946900000.0;5109989000.0;3570018000.0;210326000.0;;;1.0
722313.0;12481079.0;;7232558.0;;;;;1252419.0;;12059031.0;;56565087.0;34293231.0;2161117.0;-0.21;;1.0
722830.0;;0.0;6562555.0;2732962.0;;1768000.0;2732962.0;;;;;56950268.0;;;;;0.0
723125.0;;;;;5634000000.0;;;;;5215000000.0;;24143000000.0;10855000000.0;2550000000.0;2.71;;0.0
723188.0;233055000.0;0.034;;;2808113000.0;;;2775000.0;;;;8552669000.0;7412022000.0;13132000.0;2.21;;0.0
723254.0;;;;28200000.0;70405000.0;26682000.0;28226000.0;;456941000.0;2129870000.0;4905458000.0;4104393000.0;;149691000.0;6.3;;0.0
723531.0;1805300000.0;;;;;;;;;;2951900000.0;6440800000.0;4529100000.0;99200000.0;2.1;;0.0
723603.0;;;;;;;200000.0;;;65111000.0;;175142000.0;46330000.0;6671000.0;1.38;;0.0
723612.0;;;;;;;0.0;;;;;17634000000.0;;;3.02;;0.0
723646.0;;0.031;;92000.0;159473000.0;;;;;;;1035295000.0;923919000.0;1269000.0;2.4;;0.0
723733.0;46525.0;;;;;;;;;;;34807.0;428706.0;;;;0.0
724004.0;35090000.0;0.006999999999999999;23618000.0;1923000.0;;;;;;51413000.0;;160748000.0;76070000.0;1387000.0;3.1;;1.0
724445.0;2005100.0;;157071.0;;;;;;;;0.0;3987.0;105005.0;;;;0.0
724571.0;;;;;;;2134000.0;5900000.0;;544150000.0;;730512000.0;326301000.0;27000000.0;-0.2;;1.0
724606.0;;;142904000.0;288000.0;;;;22100000.0;;523871000.0;;1475318000.0;974037000.0;126700000.0;5.81;;0.0
724910.0;4814146.0;0.071;;;;;;;;21100426.0;27717278.0;100854056.0;;;2.53;;0.0
725363.0;34953922.0;0.0;13797964.0;;;;;;;;;15447603.0;20677846.0;148939.0;-0.42;;0.0
726513.0;;0.002;;;;33828000.0;;;-319918000.0;;;9758535000.0;5926813000.0;74289000.0;-3.38;;1.0
726514.0;85171000.0;;;;;;;1836000.0;;72703000.0;;220100000.0;50069000.0;;-0.39;;0.0
726516.0;113142.0;;60000.0;;;;;;;;208012.0;2107096.0;1219580.0;;;;0.0
726517.0;;;;328000.0;283454000.0;;;;;;;2021237000.0;1873183000.0;;1.98;;0.0
726601.0;;0.008;;;451028000.0;;;;;;;2797860000.0;2523508000.0;;0.53;;1.0
726728.0;;;49298000.0;;;;;380591000.0;284855000.0;;;11865870000.0;5312537000.0;;;;1.0
726854.0;;0.035;;3000000.0;369466000.0;;2979000.0;1023000.0;;;;3714059000.0;3294787000.0;6088000.0;3.54;;0.0
726958.0;1053805000.0;;;3717000.0;;;3717000.0;;;1613621000.0;;2726148000.0;1642685000.0;;5.79;;1.0
727207.0;;;17882000.0;805000.0;;;;;;;;139324000.0;6306000.0;1782000.0;;;0.0
727273.0;;0.0;13709000.0;;;;;;;;304000.0;55416000.0;111914000.0;;;;1.0
727346.0;4751598.0;;1284148.0;;;;304735.0;;;;;41776743.0;37181420.0;1115700.0;-0.15;;0.0
727510.0;6656000.0;;;;;;;;;;;22890000.0;4801000.0;;0.49;;0.0
727538.0;;;364000.0;;;;;;;;1623334.0;13174957.0;;;;;0.0
727634.0;;;2175000.0;;;;;;;;1620000.0;1976000.0;3793000.0;16000.0;;;0.0
727672.0;2489372.0;;1475809.0;2000.0;;;;447791.0;;5998.0;6600.0;1946961.0;;3350.0;-0.02;;0.0
727892.0;;;;;21779000000.0;;;;;;3930000000.0;113356000000.0;109291000000.0;15000000.0;;;0.0
727920.0;;;;;31925000000.0;;;;;;9819000000.0;194626000000.0;177018000000.0;;;;0.0
728385.0;1812355.0;;;;;;;;;;12631919.0;7315369.0;20260367.0;125853.0;;;0.0
728391.0;;;;;;31690000.0;;;;;;4237925000.0;;198800000.0;;;1.0
728447.0;34375.0;;;;;10948.0;;;;;;17.0;;;;;0.0
728535.0;;;;;0.0;;;;;;6187646000.0;3636567000.0;2336215000.0;;3.69;;1.0
729237.0;423351000.0;0.0;31194000.0;;;;;;67335000.0;;473983000.0;3619235000.0;1983024000.0;119200000.0;0.6;;1.0
729580.0;;;;;;;;;;;;587011000.0;353889000.0;16000000.0;;;1.0
729986.0;;0.03;;7871000.0;1066334000.0;;8147000.0;7042000.0;;;;12577944000.0;10865309000.0;8385000.0;1.99;;1.0
730255.0;74874000.0;;25065000.0;1283000.0;;;1283000.0;140000.0;;102959000.0;;384363000.0;194916000.0;3582000.0;0.46;;0.0
730263.0;;;;141000.0;;;141000.0;73690000.0;202009000.0;557545000.0;;1503248000.0;;15366000.0;3.75;;0.0
730272.0;;0.0;;866000.0;19315000.0;;;;;;83537000.0;146237000.0;;2996000.0;0.28;;0.0
730349.0;4318000.0;0.0;1888000.0;;;;;;;3598000.0;13764000.0;3523000.0;1499000.0;6000.0;;;0.0
730464.0;;0.01;;337000.0;3609000.0;;-3137000.0;7278000.0;-3166000.0;;;2096996000.0;509797000.0;79400000.0;-0.05;;0.0
730669.0;44000.0;;14000.0;;;;;;;;;295000.0;3000.0;;;;0.0
730708.0;;0.0;;0.0;;;;;;;;3534780000.0;3181327000.0;3773000.0;0.66;;0.0
731012.0;;0.022000000000000002;;6251000.0;;;;;;;;480949000.0;;4419000.0;0.81;;0.0
731245.0;1666941.0;;914882.0;;;;;;;;932044.0;1398890.0;2415168.0;;;;0.0
731288.0;;;;;;;;;;;;8050400000.0;6873500000.0;;;;0.0
731653.0;;;;;34623000.0;;;;;;;405124000.0;363628000.0;;0.65;;0.0
731766.0;;;;;;;;;;;157107000000.0;111383000000.0;75922000000.0;613000000.0;6.1;;0.0
731802.0;1048622000.0;;;;74200000.0;34914000.0;;;;1680017000.0;;9092945000.0;;;3.09;;0.0
732417.0;;;;0.0;264235000.0;;;;;;;2493607000.0;2183870000.0;2748000.0;3.04;;0.0
732712.0;;;;;;1529000000.0;;;;;131620000000.0;244640000000.0;;14323000000.0;4.38;;0.0
732717.0;;;;;;1974000000.0;;;13345000000.0;;146801000000.0;402672000000.0;279032000000.0;19289000000.0;2.37;;0.0
732834.0;2904168000.0;;189846000.0;;;62058000.0;;;;;2680167000.0;14919808000.0;;;-0.96;;0.0
733076.0;2317000000.0;;;;;;;;;;7104000000.0;202362000000.0;190799000000.0;;;;1.0
733269.0;374769000.0;;135385000.0;;;;;;;361706000.0;;1149849000.0;;;0.09;;0.0
733337.0;1219632.0;;156999.0;;;;;;;;1163211.0;733742.0;617719.0;;;;0.0
733590.0;92919000.0;;5508000.0;;;;;;-8532000.0;;;1110204000.0;885149000.0;;-0.98;;1.0
734543.0;6254141.0;;;;;;;;-867024.0;;5387117.0;11201245.0;1874494.0;174774.0;;;0.0
736012.0;;0.0;1227000.0;66000.0;;76000.0;;;;4294000.0;;1325000.0;;;-0.11;;0.0
736772.0;;;;0.0;546043000.0;;;;;;;2285136000.0;2083223000.0;2756000.0;1.54;;1.0
736822.0;207089000.0;;44462000.0;;;18869000.0;;;;236003000.0;;1707633000.0;1363087000.0;14600000.0;;;1.0
737207.0;4669000.0;;3868000.0;;;;1000.0;;;;;7595000.0;7332000.0;;0.1;;0.0
737468.0;;;;;375044000.0;;;6305000.0;;;;3771604000.0;3396216000.0;3400000.0;2.57;;0.0
737758.0;;;;9203000.0;;;;74360000.0;;835935000.0;;1303658000.0;;50322000.0;3.63;;1.0
737875.0;;;;37000.0;385241000.0;;;;;;;983489000.0;875051000.0;1271000.0;1.64;;1.0
738214.0;;0.0;;;;;1099000.0;806000.0;;4199000.0;;83141000.0;;4730000.0;-1.37;;1.0
739421.0;;;;;359737000.0;;;;;;;1162984000.0;1043224000.0;608000.0;3.84;;0.0
739708.0;;;;;;279100000.0;;;;;6241516000.0;13821098000.0;;;;;1.0
740260.0;;;128035000.0;;;;;;406740000.0;;3286398000.0;22261918000.0;12439962000.0;;1.26;;1.0
740663.0;;;;707000.0;737700000.0;;;;;;;3130343000.0;2879407000.0;;1.85;;1.0
740664.0;10049000.0;0.067;;328000.0;;;328000.0;1371000.0;938000.0;11267000.0;32804000.0;32252000.0;5881000.0;;0.12;;0.0
740806.0;;;;;13046945.0;;;;;;;665356846.0;582406434.0;709237.0;2.4;;1.0
740971.0;39743000.0;;;0.0;214192000.0;;;;;;43431000.0;896787000.0;803611000.0;;0.73;;0.0
741516.0;;;;789000.0;340349000.0;;789000.0;500000.0;;;;1547599000.0;1349764000.0;;1.73;;0.0
741815.0;;;;23000.0;;;23000.0;;-10354000.0;6525000.0;32115000.0;17846000.0;;2211000.0;-0.14;;1.0
742112.0;;;;2402000.0;;872000.0;2402000.0;;-26450000.0;312824000.0;1142338000.0;838143000.0;;;-0.81;;0.0
742126.0;;;;1823000.0;;;1823000.0;142725000.0;;171410000.0;563070000.0;771987000.0;515852000.0;;1.18;;1.0
742278.0;;;;;;;;;;;;1237094000.0;284813000.0;274400000.0;-0.47;;0.0
743238.0;59591000.0;;;;;;;1595000.0;;47112000.0;;230671000.0;;6565000.0;-0.5;;0.0
743316.0;930539000.0;;;79608000.0;125439000.0;;79608000.0;4762000.0;;1244388000.0;2194719000.0;4234616000.0;2126802000.0;177200000.0;0.8;;0.0
743367.0;;0.06;;1127000.0;504969000.0;;1532000.0;;;;;1580055000.0;1425903000.0;1710000.0;2.53;;0.0
743988.0;872093000.0;;;;3492322000.0;;;;;1541974000.0;2213881000.0;4823154000.0;;50828000.0;2.14;;0.0
744187.0;;;;;;;;;31436000.0;50834000.0;;414685000.0;;18638000.0;4.31;;0.0
744218.0;;;33837000.0;;;;;;;;5480000.0;337584000.0;47479000.0;;;;0.0
744452.0;16862473.0;;;;;;;635215.0;;;;15554312.0;2987456.0;393750.0;;;0.0
744455.0;1218173000.0;;;;;;;;;;2741779000.0;57899779000.0;56017513000.0;;;;0.0
744825.0;;0.0;;;;;;;;6715000.0;;54114000.0;;;-0.28;;1.0
745308.0;110006000.0;;;;198312000.0;;;;;;103871000.0;984813000.0;311366000.0;2800000.0;;;1.0
745732.0;;;;;;;;;;;;4869119000.0;;;2.53;;0.0
745981.0;;;;99000.0;318159000.0;;99000.0;;;;;1927733000.0;1714596000.0;;0.91;;0.0
746210.0;;;5416000.0;;;332000.0;;;-1973000.0;;;20231000.0;13848000.0;1366000000.0;-0.06;;1.0
746514.0;32769026.0;;2096290.0;;;;;;3772565.0;;45480714.0;202166216.0;232977169.0;;;;0.0
746515.0;;;;;;;;;;;6616632000.0;2582438000.0;;;2.42;;0.0
